prompt_id,model_name,control,mode,delta_i_values,ngram_novelty_values,char_entropy_values,qa_failure,reasoning_failures
qa056,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17107117176055908, 0.35792452096939087, 0.3172455430030823, 0.11279571056365967, 0.06911510229110718]","[0.5625, 0.5180722891566265, 0.5, 0.5066666666666667, 0.4931506849315068]","[4.625393413097242, 4.4732110084650225, 4.414744669840105, 4.411657132266169, 4.443858870397248, 4.400463633934202]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa057,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.16600990295410156, 0.15764331817626953, 0.10727733373641968, 0.18235242366790771, 0.08660411834716797, 0.15145081281661987, 0.06278914213180542, 0.20695990324020386, 0.14558804035186768]","[0.43023255813953487, 0.4367816091954023, 0.51, 0.46464646464646464, 0.5051546391752577, 0.4895833333333333, 0.5051546391752577, 0.47368421052631576, 0.53125]","[4.360857840430163, 4.34750687985275, 4.312011489353871, 4.180640406820258, 4.278481325285613, 4.317093680023384, 4.2541920587204505, 4.232586448632125, 4.187964242015318, 4.3131070990944975]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa058,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3501267433166504, 0.21888309717178345, 0.3391824960708618, 0.3451942205429077, 0.1445842981338501, 0.13278883695602417]","[0.4888888888888889, 0.5348837209302325, 0.4430379746835443, 0.4939759036144578, 0.44, 0.4605263157894737]","[4.4660532396210755, 4.45906837034274, 4.482102478629531, 4.433824049804343, 4.480857212425977, 4.412487136225556, 4.36726631099979]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa059,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.19375663995742798, 0.1262628436088562, 0.14008188247680664, 0.07486319541931152, 0.23483341932296753, 0.11041945219039917]","[0.5176470588235295, 0.5280898876404494, 0.45977011494252873, 0.5393258426966292, 0.4536082474226804, 0.4948453608247423]","[4.483958770890764, 4.388251265081737, 4.35149328282858, 4.418893053764704, 4.345835628701396, 4.299805179281097, 4.419286171950912]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa060,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10020923614501953, 0.09317892789840698, 0.07100164890289307, 0.06722962856292725, 0.04732716083526611, 0.052874743938446045, 0.07859718799591064, 0.08556002378463745, 0.09263861179351807, 0.14925551414489746]","[0.5, 0.4782608695652174, 0.5116279069767442, 0.5116279069767442, 0.45, 0.5, 0.5128205128205128, 0.46153846153846156, 0.5128205128205128, 0.475]","[4.406967688090989, 4.416860387492919, 4.418521608653554, 4.415627973853891, 4.3836314091406505, 4.354012873924689, 4.374378826884798, 4.3330004410307765, 4.399339828564348, 4.418306787040918, 4.424766154109154]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa061,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.03708988428115845, 0.3373299241065979, 0.28389471769332886, 0.09769546985626221, 0.1128799319267273]","[0.4166666666666667, 0.6, 0.6511627906976745, 0.6153846153846154, 0.5340909090909091]","[4.69462309032293, 5.0548048331156235, 5.024861828131525, 4.869204631948627, 4.607144711760714, 4.397453493945599]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa062,mistralai/Mistral-7B-v0.1,none,natural_long,[0.055626869201660156],[0.5254237288135594],"[4.590238020161869, 4.655958297718558]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa063,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09151351451873779, 0.23647838830947876, 0.2100677490234375, 0.1754990816116333, 0.16423118114471436, 0.19724589586257935, 0.22476983070373535, 0.1507706642150879, 0.1839616298675537, 0.30900871753692627]","[0.5526315789473685, 0.5121951219512195, 0.43037974683544306, 0.4153846153846154, 0.6176470588235294, 0.44594594594594594, 0.5131578947368421, 0.5060240963855421, 0.5, 0.4875]","[4.328692156895137, 4.428250674047936, 4.409620076813989, 4.529681270525093, 4.647547283167123, 4.59273347752485, 4.526676762072182, 4.51364966075417, 4.403515511653588, 4.4263137694422126, 4.437376405072746]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa064,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10562807321548462, 0.09485608339309692]","[0.0, 0.029411764705882353]","[4.2287959692434995, 4.182905919767621, 4.17281947150576]",False,"{'incoherence': False, 'contradiction': False, 'repetition': True}"
qa065,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12292033433914185, 0.32184749841690063, 0.29827648401260376, 0.15096384286880493, 0.17769545316696167, 0.17380893230438232, 0.09623759984970093, 0.19971776008605957, 0.381852924823761, 0.11920660734176636]","[0.4533333333333333, 0.4444444444444444, 0.6, 0.42105263157894735, 0.42105263157894735, 0.41818181818181815, 0.38181818181818183, 0.45098039215686275, 0.4745762711864407, 0.38461538461538464]","[4.340475494082734, 4.46278752481765, 4.592690052363994, 4.585086136218992, 4.454507132005613, 4.390442119423644, 4.421183673788179, 4.458234864090128, 4.496902923725012, 4.489140584595902, 4.47176161948142]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa066,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10075110197067261, 0.21766668558120728, 0.19457370042800903, 0.12766939401626587]","[0.42857142857142855, 0.4918032786885246, 0.45161290322580644, 0.39285714285714285]","[4.583211270536318, 4.602059756611176, 4.558595413710227, 4.406486466866676, 4.499871666497943]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa067,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11492806673049927, 0.1691761016845703, 0.16685670614242554, 0.12043875455856323, 0.1839275360107422, 0.19056308269500732, 0.15820086002349854, 0.19050687551498413, 0.09950000047683716, 0.2048957347869873]","[0.5081967213114754, 0.4153846153846154, 0.31666666666666665, 0.40350877192982454, 0.39285714285714285, 0.4126984126984127, 0.25, 0.29310344827586204, 0.36, 0.4098360655737705]","[4.487624408133922, 4.502369700050057, 4.567901354674392, 4.56140951798186, 4.450982754495708, 4.378661798928711, 4.291988743549509, 4.417196361173349, 4.488103906571178, 4.394162815741992, 4.3541427788181135]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa068,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1859080195426941, 0.10568052530288696, 0.07654178142547607, 0.4107045531272888, 0.05846291780471802, 0.16257119178771973, 0.0676734447479248]","[0.4426229508196721, 0.5, 0.581081081081081, 0.46835443037974683, 0.5764705882352941, 0.44565217391304346, 0.5670103092783505]","[4.432772247620217, 4.605242441658368, 4.594898835104263, 4.49613586993393, 4.365380358968155, 4.295712380207508, 4.274681112574873, 4.311893068308063]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa069,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.167955219745636, 0.10421937704086304, 0.2135106325149536, 0.2211005687713623, 0.279177188873291, 0.12259769439697266, 0.317516028881073, 0.09736192226409912, 0.24866074323654175, 0.1585766077041626]","[0.5666666666666667, 0.4782608695652174, 0.5483870967741935, 0.48936170212765956, 0.5164835164835165, 0.5, 0.4578313253012048, 0.46835443037974683, 0.5060240963855421, 0.4492753623188406]","[4.413970509342209, 4.283946303401829, 4.214783541213923, 4.318689304115288, 4.403993541267246, 4.336390795857445, 4.256320713037741, 4.241177498955511, 4.24350739742745, 4.315176195273565, 4.277320354093158]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa070,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15984928607940674, 0.19849127531051636, 0.17480754852294922, 0.14326071739196777, 0.17010730504989624]","[0.4875, 0.5238095238095238, 0.4823529411764706, 0.5444444444444444, 0.45555555555555555]","[4.45482421329039, 4.509015616313415, 4.436109113034018, 4.402390112385909, 4.456973788993193, 4.380094435534755]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa071,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11837983131408691, 0.12810301780700684, 0.18908101320266724, 0.16336828470230103, 0.2627243995666504]","[0.5324675324675324, 0.5125, 0.5185185185185185, 0.4666666666666667, 0.5714285714285714]","[4.446412095471042, 4.470617597320477, 4.358880200612826, 4.3644907755094895, 4.481415027097589, 4.384038709453527]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa072,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1333099603652954, 0.24090862274169922, 0.20371967554092407, 0.16415506601333618, 0.14006179571151733, 0.17739170789718628, 0.21088874340057373, 0.20665031671524048, 0.1533336043357849, 0.061087608337402344]","[0.5714285714285714, 0.4578313253012048, 0.5679012345679012, 0.4827586206896552, 0.39759036144578314, 0.42168674698795183, 0.5308641975308642, 0.5060240963855421, 0.4025974025974026, 0.4305555555555556]","[4.522347705281073, 4.393103307826365, 4.297696039996, 4.327852671870047, 4.28669429188336, 4.2647362292757975, 4.3402158218334455, 4.2942424750113855, 4.236475667429715, 4.313236951134944, 4.382048449618184]",False,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa073,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15827471017837524, 0.17626553773880005, 0.21695607900619507, 0.10286331176757812, 0.08071625232696533, 0.11882752180099487, 0.22182685136795044, 0.04938375949859619, 0.10896861553192139, 0.10036242008209229]","[0.47619047619047616, 0.39705882352941174, 0.625, 0.43373493975903615, 0.08108108108108109, 0.4845360824742268, 0.3263157894736842, 0.375, 0.34375, 0.3404255319148936]","[4.168110698643232, 4.215691844485751, 4.19372436686627, 4.19189076007732, 4.2258660136524355, 4.175191361378586, 4.159342580938688, 4.226132417255889, 4.208946360670353, 4.178884003355709, 4.222903028529857]",True,"{'incoherence': False, 'contradiction': False, 'repetition': True}"
qa074,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09013360738754272, 0.1732599139213562, 0.20743292570114136]","[0.45454545454545453, 0.43478260869565216, 0.5641025641025641]","[4.505566813108857, 4.496213901895717, 4.442228757622066, 4.369849854955149]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa075,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.08482050895690918, 0.2760946750640869, 0.24085325002670288, 0.2382025122642517, 0.23350226879119873, 0.2209511399269104, 0.29322129487991333, 0.33214515447616577, 0.1005856990814209, 0.22528594732284546]","[0.39655172413793105, 0.4875, 0.4567901234567901, 0.4583333333333333, 0.5454545454545454, 0.41333333333333333, 0.4722222222222222, 0.5, 0.43283582089552236, 0.40384615384615385]","[4.721118329263374, 4.63864437159901, 4.457271807285658, 4.454229648980313, 4.4402077272817895, 4.280804459608187, 4.248000469558035, 4.418751728629286, 4.440363291659334, 4.443986409564728, 4.520098039655667]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa076,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.14663082361221313, 0.12651938199996948, 0.1534392237663269, 0.09622794389724731, 0.20397400856018066, 0.17234385013580322]","[0.5368421052631579, 0.43010752688172044, 0.45454545454545453, 0.4642857142857143, 0.5061728395061729, 0.5333333333333333]","[4.286509897417342, 4.327418798623384, 4.32435216698804, 4.402294479325697, 4.386216336280399, 4.304008583862305, 4.242404158174393]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa077,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.09941887855529785, 0.10139685869216919, 0.14033806324005127, 0.03874671459197998]","[0.379746835443038, 0.4507042253521127, 0.391304347826087, 0.24324324324324326]","[4.309257093486568, 4.335561559816973, 4.3946472893587245, 4.320312150085848, 4.284448859682266]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa078,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1787915825843811, 0.18661421537399292]","[0.5487804878048781, 0.46987951807228917]","[4.556591907073811, 4.409117972917493, 4.307988201261154]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa079,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.15184330940246582, 0.159931480884552, 0.18613404035568237, 0.18517601490020752, 0.1377023458480835]","[0.4939759036144578, 0.5227272727272727, 0.4375, 0.5333333333333333, 0.5232558139534884]","[4.5061099682587065, 4.4993232811009065, 4.445191399521732, 4.39433282268556, 4.472872365686246, 4.442405984691624]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa080,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10354852676391602, 0.09163141250610352, 0.14564406871795654, 0.2732880711555481, 0.22445082664489746, 0.18297314643859863, 0.21806275844573975, 0.1464836597442627]","[0.46835443037974683, 0.5609756097560976, 0.42857142857142855, 0.5588235294117647, 0.5394736842105263, 0.5301204819277109, 0.532608695652174, 0.4639175257731959]","[4.36924697519795, 4.409382466702623, 4.339591633741336, 4.510434158161422, 4.5701875256812805, 4.423643357857304, 4.297144214236219, 4.275164583352397, 4.2731034563205865]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa081,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2710357904434204, 0.15083777904510498, 0.17299264669418335, 0.12652581930160522, 0.1441749930381775, 0.10548359155654907, 0.26861774921417236, 0.21509790420532227]","[0.4625, 0.5795454545454546, 0.43478260869565216, 0.5316455696202531, 0.43478260869565216, 0.5142857142857142, 0.5068493150684932, 0.4861111111111111]","[4.38538859386256, 4.521641522007987, 4.502792915962408, 4.3979533732002505, 4.439856520601904, 4.450815052395239, 4.5122366741595865, 4.4556231201246, 4.402826055112723]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa082,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11750781536102295, 0.1796613335609436, 0.19876492023468018, 0.14144498109817505]","[0.5308641975308642, 0.5176470588235295, 0.5119047619047619, 0.5176470588235295]","[4.4769653701544865, 4.44690062886261, 4.487598157295252, 4.452329588882576, 4.302519965954843]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa083,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.06730735301971436, 0.25305819511413574, 0.20780491828918457]","[0.4691358024691358, 0.5595238095238095, 0.49411764705882355]","[4.349127217868147, 4.243359389580027, 4.235241038734365, 4.30632253192504]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa084,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.05970478057861328, 0.21530258655548096, 0.11687946319580078, 0.12213635444641113, 0.19265931844711304, 0.07968556880950928, 0.1592555046081543, 0.08109480142593384, 0.2048494815826416, 0.1675482988357544]","[0.5844155844155844, 0.4642857142857143, 0.5375, 0.48717948717948717, 0.5747126436781609, 0.449438202247191, 0.48148148148148145, 0.5357142857142857, 0.47619047619047616, 0.5568181818181818]","[4.452719696286885, 4.3553465817737, 4.4394127402031485, 4.481438967315077, 4.305892453383988, 4.266127882801535, 4.322391602952041, 4.361841718382999, 4.339743572351949, 4.392348176474189, 4.34366600462135]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa085,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10063904523849487, 0.23917949199676514, 0.17256510257720947, 0.193683922290802, 0.16005635261535645, 0.11607170104980469, 0.09394365549087524, 0.1730785369873047, 0.11310964822769165, 0.11116963624954224]","[0.4125, 0.4868421052631579, 0.4722222222222222, 0.55, 0.4880952380952381, 0.4470588235294118, 0.47619047619047616, 0.45161290322580644, 0.2857142857142857, 0.45348837209302323]","[4.410669947960492, 4.416251360459666, 4.386661271353871, 4.336387414340644, 4.463003149031199, 4.4739804754596655, 4.448145737991486, 4.36571947395265, 4.339777054921037, 4.302270275402057, 4.2903295059907185]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa086,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17038041353225708, 0.09279322624206543, 0.2009708285331726, 0.13267379999160767, 0.14541876316070557, 0.17730897665023804, 0.17124760150909424, 0.216608464717865]","[0.47674418604651164, 0.4125, 0.5180722891566265, 0.3815789473684211, 0.4647887323943662, 0.5301204819277109, 0.5113636363636364, 0.5111111111111111]","[4.346878259344674, 4.230944174146688, 4.2403035611107915, 4.290931653200779, 4.303425606244216, 4.311160845931242, 4.239266333132663, 4.237849035790763, 4.266980472695703]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa087,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1946272850036621, 0.1409895420074463, 0.18159270286560059, 0.17617809772491455, 0.213506281375885, 0.22589921951293945, 0.15716767311096191, 0.1172018051147461, 0.12540853023529053, 0.2386818528175354]","[0.6, 0.49382716049382713, 0.5194805194805194, 0.5, 0.5822784810126582, 0.4819277108433735, 0.525, 0.4691358024691358, 0.425, 0.48]","[4.606584261647937, 4.57739991058317, 4.394609271651973, 4.43558328027377, 4.473044626934413, 4.450985923898189, 4.482361180005899, 4.469157970334068, 4.38099170837479, 4.477808320663614, 4.562969480578158]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa088,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.12766432762145996, 0.1767798662185669, 0.25022363662719727, 0.14416861534118652, 0.2514035701751709, 0.2968319058418274, 0.1416981816291809, 0.13605666160583496, 0.21538424491882324, 0.07111120223999023]","[0.47368421052631576, 0.5833333333333334, 0.4895833333333333, 0.48314606741573035, 0.5168539325842697, 0.5, 0.3230769230769231, 0.38181818181818183, 0.4583333333333333, 0.46]","[4.43991855472444, 4.417857325352604, 4.3561104338353385, 4.28032994221669, 4.353205657745898, 4.345743294164954, 4.297846591092144, 4.253914857933741, 4.320986015296607, 4.151518775330537, 4.266073042627568]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa089,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1750549077987671, 0.19349700212478638, 0.15101897716522217, 0.07649022340774536, 0.27063852548599243, 0.15369319915771484, 0.17613095045089722, 0.1646156907081604, 0.3547561764717102, 0.32538074254989624]","[0.5, 0.4605263157894737, 0.5138888888888888, 0.5324675324675324, 0.4492753623188406, 0.5652173913043478, 0.5189873417721519, 0.5421686746987951, 0.5333333333333333, 0.4942528735632184]","[4.440399127544669, 4.591680015650956, 4.60693952691646, 4.616525942555244, 4.557229470160225, 4.596927898972738, 4.618814953842707, 4.594156027293141, 4.489814102319287, 4.300318650173527, 4.346832608425026]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa090,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.6032812595367432, 0.509458065032959, 0.26254403591156006, 0.20979368686676025, 0.10857921838760376, 0.2810090184211731, 0.7062457799911499, 0.551694393157959, 0.14208459854125977, 0.2000097632408142]","[0.5357142857142857, 0.696969696969697, 0.6885245901639344, 0.4444444444444444, 0.47297297297297297, 0.3469387755102041, 0.5357142857142857, 0.6875, 0.7096774193548387, 0.5408163265306123]","[4.336098173070742, 3.0228526452389275, 4.1640580627185315, 4.3991262059721805, 4.259416138006498, 4.425326532718712, 4.433998965996883, 3.04902731962642, 4.1366212900219965, 4.5771939528192265, 4.27532161106714]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa091,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.10723865032196045, 0.24107712507247925, 0.2353382110595703, 0.33348798751831055]","[0.36065573770491804, 0.6, 0.5833333333333334, 0.44047619047619047]","[4.332053263526367, 4.660940692080058, 4.689039112586664, 4.206782063429113, 4.250897525888314]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa092,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.9755992293357849, 0.430022656917572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.715289735642944, 3.4088459070250594, 3.27098148721828, 3.284338548200937, 3.2834718625886854, 3.2770187182234034, 3.2738922967841617, 3.2462584706790136, 3.2885723381073473, 3.2747777345345517, 3.299245177750476]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa093,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.0880247950553894, 0.15642565488815308, 0.1514378786087036]","[0.5333333333333333, 0.37681159420289856, 0.5352112676056338]","[4.348487519410297, 4.407331930676228, 4.396332146515413, 4.422784340118738]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa094,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.11600542068481445, 0.15505903959274292, 0.20395469665527344]","[0.410958904109589, 0.27586206896551724, 0.5945945945945946]","[4.310425142074431, 4.434651215051612, 4.619624135885393, 4.524771617230661]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa095,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17161500453948975, 0.1686922311782837, 0.127485454082489, 0.22158795595169067, 0.08530867099761963, 0.2558938264846802]","[0.4943820224719101, 0.3902439024390244, 0.5180722891566265, 0.3870967741935484, 0.2823529411764706, 0.5]","[4.349675611580858, 4.406247383103752, 4.445310095043873, 4.48007286289577, 4.447163855819009, 4.438737948951854, 4.342094305041188]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa096,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.17016524076461792, 0.1581273078918457]","[0.5, 0.5425531914893617]","[4.383712139585671, 4.4830040259428925, 4.349518578175357]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa097,mistralai/Mistral-7B-v0.1,none,natural_long,[0.14478498697280884],[0.5157894736842106],"[4.434220854360815, 4.399112101561474]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa098,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.3249695897102356, 0.2960622310638428, 0.13238894939422607, 0.1558840274810791, 0.2745213508605957, 0.42281001806259155, 0.2775707244873047, 0.44094204902648926, 0.1209682822227478]","[0.4342105263157895, 0.5394736842105263, 0.46835443037974683, 0.5108695652173914, 0.4523809523809524, 0.358974358974359, 0.573170731707317, 0.43209876543209874, 0.109375]","[4.478342735777873, 4.518006726261246, 4.461543233334555, 4.411470101044758, 4.408018534875362, 4.392160178156997, 4.442833641250245, 4.395867314941957, 4.245080803177471, 4.259713349923382]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa099,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.22088021039962769, 0.16906076669692993, 0.1697371006011963, 0.2042374610900879, 0.41715729236602783]","[0.5180722891566265, 0.3888888888888889, 0.49206349206349204, 0.5555555555555556, 0.3972602739726027]","[4.314486523038748, 4.288466596372529, 4.286505292056207, 4.370880504651366, 4.397496273108948, 4.417265049820182]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa100,mistralai/Mistral-7B-v0.1,none,natural_long,[],[],[],True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa101,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.26683223247528076, 0.14095795154571533, 0.20082175731658936, 0.15180015563964844, 0.09501421451568604, 0.14791929721832275, 0.11627984046936035, 0.1298506259918213, 0.21397674083709717, 0.10668480396270752]","[0.45977011494252873, 0.44, 0.5131578947368421, 0.5232558139534884, 0.4578313253012048, 0.48, 0.4691358024691358, 0.47674418604651164, 0.3132530120481928, 0.5473684210526316]","[4.244496260863984, 4.3038144920825525, 4.374426289539937, 4.377490995512747, 4.3088205634193, 4.305865858114741, 4.384185381126074, 4.361033549211778, 4.263358106027896, 4.306491247743188, 4.350923725282423]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa102,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1077607274055481, 0.16009831428527832]","[0.3780487804878049, 0.4069767441860465]","[4.286492425242008, 4.294176860679362, 4.218620244057989]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa103,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.1922709345817566, 0.07454895973205566, 0.10035479068756104, 0.32380199432373047, 0.23199790716171265, 0.05114114284515381]","[0.4722222222222222, 0.3625, 0.3698630136986301, 0.42105263157894735, 0.29545454545454547, 0.37777777777777777]","[4.5011438837533415, 4.3688941988876655, 4.347265202270992, 4.350757038255908, 4.409573262137173, 4.292774145795598, 4.254568313376967]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa104,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.20312762260437012, 0.15551578998565674, 0.12963056564331055, 0.15078675746917725, 0.09804493188858032, 0.15995174646377563, 0.06235015392303467, 0.053080618381500244, 0.008333086967468262, 0.06526345014572144]","[0.4246575342465753, 0.5185185185185185, 0.5058823529411764, 0.38666666666666666, 0.4507042253521127, 0.34375, 0.4305555555555556, 0.0, 0.0, 0.0]","[4.418993017135743, 4.412832643428181, 4.439621398584263, 4.357397704689909, 4.422406990324394, 4.521917294715938, 4.496431476426318, 4.557212077639906, 4.47866489473614, 4.4363149860793145, 4.469629714942725]",True,"{'incoherence': False, 'contradiction': True, 'repetition': False}"
qa105,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.07379859685897827, 0.2337082028388977, 0.07920241355895996, 0.10684937238693237, 0.14709937572479248, 0.092049241065979, 0.18770051002502441, 0.12837368249893188, 0.06797981262207031, 0.19889450073242188]","[0.40476190476190477, 0.4444444444444444, 0.2222222222222222, 0.2698412698412698, 0.22535211267605634, 0.234375, 0.30303030303030304, 0.2318840579710145, 0.24242424242424243, 0.16129032258064516]","[4.362585213210203, 4.26420529237172, 4.281434300995379, 4.34512773991408, 4.283108753845875, 4.2525500676063865, 4.317712220426037, 4.298745288352199, 4.297536020151073, 4.362067317004816, 4.383430976750917]",True,"{'incoherence': False, 'contradiction': False, 'repetition': True}"
qa106,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.19742053747177124, 0.11285346746444702, 0.13058799505233765, 0.21083354949951172, 0.268169105052948]","[0.5675675675675675, 0.47560975609756095, 0.5157894736842106, 0.4444444444444444, 0.23728813559322035]","[4.281186044339024, 4.265639563385868, 4.168100611451434, 4.304999361982866, 4.357576148272777, 4.298982462680371]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa107,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.34518110752105713, 0.3242465853691101]","[1.0, 0.7272727272727273]","[4.689839642796054, 4.951019238383605, 4.810205822656656]",False,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa108,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.13243895769119263, 0.13332468271255493, 0.19765275716781616, 0.22685325145721436]","[0.5921052631578947, 0.47126436781609193, 0.5490196078431373, 0.4489795918367347]","[4.369453387749629, 4.518834700459575, 4.296265283280473, 4.158702099680415, 4.127179883635967]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
qa109,mistralai/Mistral-7B-v0.1,none,natural_long,"[0.2381461262702942, 0.15523821115493774, 0.29657870531082153, 0.23145020008087158, 0.1006627082824707, 0.31714433431625366, 0.20891249179840088, 0.29412388801574707, 0.3009869456291199, 0.1250792145729065]","[0.47, 0.5054945054945055, 0.5168539325842697, 0.46987951807228917, 0.5, 0.44594594594594594, 0.52, 0.4246575342465753, 0.5342465753424658, 0.3384615384615385]","[4.263962165716783, 4.270016279425788, 4.232063142378615, 4.308061338254213, 4.477115227369075, 4.428940717131101, 4.391757667301234, 4.457417461382469, 4.4698679254916005, 4.436434520564459, 4.418354483256409]",True,"{'incoherence': False, 'contradiction': False, 'repetition': False}"
